Description,Amount,Type,Account
Intuit QuickBooks - CA,-280.65,Debit,Dues and Subscriptions
Netflix Monthly Fee,-331.73,Debit,Dues and Subscriptions
YouTube Premium (5/4/2025),-175.58,Debit,Dues and Subscriptions
Amazon Prime #3506,-276.66,Debit,Dues and Subscriptions
Netflix Monthly Fee,-107.41,Debit,Dues and Subscriptions
Netflix Monthly Fee - CA,-338.95,Debit,Dues and Subscriptions
Spotify Subscription In-store,-181.51,Debit,Dues and Subscriptions
Google Workspace - NY,-412.58,Debit,Dues and Subscriptions
YouTube Premium,-291.35,Debit,Dues and Subscriptions
Dropbox Plan - NY,-408.57,Debit,Dues and Subscriptions
Google Workspace (10/14/2025),-476.38,Debit,Dues and Subscriptions
Amazon Prime - TX,-259.25,Debit,Dues and Subscriptions
Google Workspace #7460,-357.51,Debit,Dues and Subscriptions
Intuit QuickBooks,-40.28,Debit,Dues and Subscriptions
Dropbox Plan - CA,-294.68,Debit,Dues and Subscriptions
Adobe Creative Cloud - TX,-202.5,Debit,Dues and Subscriptions
YouTube Premium - NY,-180.17,Debit,Dues and Subscriptions
Google Workspace (3/19/2025),-297.43,Debit,Dues and Subscriptions
Amazon Prime (8/2/2025),-191.54,Debit,Dues and Subscriptions
Intuit QuickBooks #3331,-318.11,Debit,Dues and Subscriptions
Google Workspace - TX,-170.04,Debit,Dues and Subscriptions
Intuit QuickBooks #5651,-236.45,Debit,Dues and Subscriptions
Google Workspace #9315,-155.79,Debit,Dues and Subscriptions
YouTube Premium #3199,-333.63,Debit,Dues and Subscriptions
Amazon Prime,-81.86,Debit,Dues and Subscriptions
Amazon Prime,-212.91,Debit,Dues and Subscriptions
YouTube Premium,-472.82,Debit,Dues and Subscriptions
Google Workspace (4/9/2025),-107.77,Debit,Dues and Subscriptions
Spotify Subscription (8/1/2025),-488.54,Debit,Dues and Subscriptions
Google Workspace #7640,-302.67,Debit,Dues and Subscriptions
Dropbox Plan In-store,-373.78,Debit,Dues and Subscriptions
YouTube Premium #5625,-85.53,Debit,Dues and Subscriptions
Spotify Subscription - CA,-428.09,Debit,Dues and Subscriptions
Amazon Prime In-store,-233.32,Debit,Dues and Subscriptions
Adobe Creative Cloud #2802,-23.68,Debit,Dues and Subscriptions
Spotify Subscription #1162,-242.97,Debit,Dues and Subscriptions
Google Workspace Online,-122.77,Debit,Dues and Subscriptions
Google Workspace #9064,-214.34,Debit,Dues and Subscriptions
Intuit QuickBooks - NY,-462.79,Debit,Dues and Subscriptions
Spotify Subscription - NY,-416.41,Debit,Dues and Subscriptions
YouTube Premium (2/20/2025),-130.3,Debit,Dues and Subscriptions
Amazon Prime,-295.64,Debit,Dues and Subscriptions
Adobe Creative Cloud Online,-179.36,Debit,Dues and Subscriptions
Netflix Monthly Fee (11/7/2025),-117.19,Debit,Dues and Subscriptions
Dropbox Plan - NY,-279.34,Debit,Dues and Subscriptions
Intuit QuickBooks (11/22/2025),-476.04,Debit,Dues and Subscriptions
Amazon Prime - CA,-441.6,Debit,Dues and Subscriptions
Netflix Monthly Fee Online,-161.72,Debit,Dues and Subscriptions
Adobe Creative Cloud,-330.15,Debit,Dues and Subscriptions
Netflix Monthly Fee,-27.36,Debit,Dues and Subscriptions
Netflix Monthly Fee #5349,-323.78,Debit,Dues and Subscriptions
Netflix Monthly Fee (1/1/2025),-442.73,Debit,Dues and Subscriptions
Intuit QuickBooks #7010,-405.88,Debit,Dues and Subscriptions
Dropbox Plan #3050,-217.55,Debit,Dues and Subscriptions
YouTube Premium,-242.3,Debit,Dues and Subscriptions
Dropbox Plan (6/19/2025),-284.89,Debit,Dues and Subscriptions
Netflix Monthly Fee #1896,-224.28,Debit,Dues and Subscriptions
Spotify Subscription #2642,-108.24,Debit,Dues and Subscriptions
Netflix Monthly Fee (5/28/2025),-247.12,Debit,Dues and Subscriptions
Amazon Prime In-store,-211.14,Debit,Dues and Subscriptions
Spotify Subscription (7/16/2025),-272.73,Debit,Dues and Subscriptions
Dropbox Plan,-179.43,Debit,Dues and Subscriptions
Adobe Creative Cloud - TX,-240.11,Debit,Dues and Subscriptions
Intuit QuickBooks,-370.43,Debit,Dues and Subscriptions
Amazon Prime #8575,-316.26,Debit,Dues and Subscriptions
Spotify Subscription - NY,-106.55,Debit,Dues and Subscriptions
Intuit QuickBooks (3/7/2025),-448.67,Debit,Dues and Subscriptions
Netflix Monthly Fee (2/6/2025),-76.83,Debit,Dues and Subscriptions
Spotify Subscription #4567,-365.41,Debit,Dues and Subscriptions
Intuit QuickBooks,-281.3,Debit,Dues and Subscriptions
Spotify Subscription,-321.67,Debit,Dues and Subscriptions
Netflix Monthly Fee In-store,-384.87,Debit,Dues and Subscriptions
Spotify Subscription (1/10/2025),-126.43,Debit,Dues and Subscriptions
Adobe Creative Cloud #5203,-262.49,Debit,Dues and Subscriptions
Spotify Subscription,-77.06,Debit,Dues and Subscriptions
Netflix Monthly Fee #8570,-226.32,Debit,Dues and Subscriptions
Google Workspace,-309.73,Debit,Dues and Subscriptions
Amazon Prime,-297.21,Debit,Dues and Subscriptions
Google Workspace,-463.49,Debit,Dues and Subscriptions
Intuit QuickBooks In-store,-53.07,Debit,Dues and Subscriptions
Spotify Subscription,-214.22,Debit,Dues and Subscriptions
Spotify Subscription,-271.8,Debit,Dues and Subscriptions
Intuit QuickBooks - CA,-222.03,Debit,Dues and Subscriptions
Spotify Subscription - TX,-64.65,Debit,Dues and Subscriptions
Amazon Prime #7836,-182.37,Debit,Dues and Subscriptions
Dropbox Plan In-store,-140.61,Debit,Dues and Subscriptions
Spotify Subscription - TX,-282.72,Debit,Dues and Subscriptions
Intuit QuickBooks - NY,-235.62,Debit,Dues and Subscriptions
Dropbox Plan (9/20/2025),-139.63,Debit,Dues and Subscriptions
Amazon Prime #4107,-108.27,Debit,Dues and Subscriptions
Google Workspace,-374.61,Debit,Dues and Subscriptions
Amazon Prime Online,-390.95,Debit,Dues and Subscriptions
YouTube Premium (2/20/2025),-131.45,Debit,Dues and Subscriptions
Amazon Prime (10/25/2025),-351.33,Debit,Dues and Subscriptions
Amazon Prime,-428.98,Debit,Dues and Subscriptions
Google Workspace - NY,-279.67,Debit,Dues and Subscriptions
Netflix Monthly Fee In-store,-164.99,Debit,Dues and Subscriptions
Intuit QuickBooks #4056,-92.05,Debit,Dues and Subscriptions
Google Workspace (5/3/2025),-172.69,Debit,Dues and Subscriptions
Netflix Monthly Fee (11/7/2025),-435.12,Debit,Dues and Subscriptions
YouTube Premium (10/15/2025),-328.92,Debit,Dues and Subscriptions
Amazon Prime Online,-18.32,Debit,Dues and Subscriptions
Google Workspace,-25.56,Debit,Dues and Subscriptions
Amazon Prime In-store,-303.45,Debit,Dues and Subscriptions
Spotify Subscription #6325,-325.1,Debit,Dues and Subscriptions
Intuit QuickBooks,-123.1,Debit,Dues and Subscriptions
Amazon Prime (1/15/2025),-124.76,Debit,Dues and Subscriptions
Adobe Creative Cloud #8161,-353.74,Debit,Dues and Subscriptions
Dropbox Plan #7595,-289.28,Debit,Dues and Subscriptions
Google Workspace In-store,-395.23,Debit,Dues and Subscriptions
Spotify Subscription (4/5/2025),-65.91,Debit,Dues and Subscriptions
Netflix Monthly Fee,-413.66,Debit,Dues and Subscriptions
Spotify Subscription #8189,-332.25,Debit,Dues and Subscriptions
Dropbox Plan Online,-67.92,Debit,Dues and Subscriptions
Google Workspace - TX,-244.17,Debit,Dues and Subscriptions
Intuit QuickBooks (11/20/2025),-494.98,Debit,Dues and Subscriptions
Spotify Subscription Online,-393.16,Debit,Dues and Subscriptions
Amazon Prime,-208.41,Debit,Dues and Subscriptions
Spotify Subscription,-64.36,Debit,Dues and Subscriptions
YouTube Premium In-store,-226.63,Debit,Dues and Subscriptions
Netflix Monthly Fee,-214.03,Debit,Dues and Subscriptions
Amazon Prime - TX,-315.93,Debit,Dues and Subscriptions
Dropbox Plan,-324.06,Debit,Dues and Subscriptions
Dropbox Plan In-store,-7.75,Debit,Dues and Subscriptions
Amazon Prime (7/20/2025),-451.27,Debit,Dues and Subscriptions
YouTube Premium,-55.8,Debit,Dues and Subscriptions
Google Workspace - NY,-151.23,Debit,Dues and Subscriptions
Intuit QuickBooks (5/16/2025),-384.7,Debit,Dues and Subscriptions
YouTube Premium In-store,-427.78,Debit,Dues and Subscriptions
Netflix Monthly Fee In-store,-149.29,Debit,Dues and Subscriptions
Intuit QuickBooks - TX,-191.22,Debit,Dues and Subscriptions
Netflix Monthly Fee - CA,-80.14,Debit,Dues and Subscriptions
Google Workspace #1061,-149.8,Debit,Dues and Subscriptions
Dropbox Plan - NY,-247.85,Debit,Dues and Subscriptions
Amazon Prime (12/17/2025),-457.71,Debit,Dues and Subscriptions
YouTube Premium (1/21/2025),-74.42,Debit,Dues and Subscriptions
Dropbox Plan In-store,-175.7,Debit,Dues and Subscriptions
Adobe Creative Cloud In-store,-164.71,Debit,Dues and Subscriptions
Adobe Creative Cloud (1/3/2025),-444.23,Debit,Dues and Subscriptions
YouTube Premium #9442,-14.66,Debit,Dues and Subscriptions
Spotify Subscription Online,-388.51,Debit,Dues and Subscriptions
Google Workspace (5/3/2025),-199.48,Debit,Dues and Subscriptions
YouTube Premium (9/20/2025),-267.44,Debit,Dues and Subscriptions
Dropbox Plan (10/21/2025),-103.79,Debit,Dues and Subscriptions
Spotify Subscription - TX,-304.48,Debit,Dues and Subscriptions
Google Workspace - TX,-67.52,Debit,Dues and Subscriptions
Adobe Creative Cloud (4/9/2025),-360.1,Debit,Dues and Subscriptions
YouTube Premium,-189.63,Debit,Dues and Subscriptions
Intuit QuickBooks - TX,-347.14,Debit,Dues and Subscriptions
Amazon Prime,-24.13,Debit,Dues and Subscriptions
YouTube Premium,-32.93,Debit,Dues and Subscriptions
Amazon Prime In-store,-386.95,Debit,Dues and Subscriptions
Spotify Subscription #6433,-392.06,Debit,Dues and Subscriptions
Spotify Subscription - NY,-149.24,Debit,Dues and Subscriptions
YouTube Premium In-store,-418.72,Debit,Dues and Subscriptions
Amazon Prime #8507,-426.24,Debit,Dues and Subscriptions
Adobe Creative Cloud #6555,-336.81,Debit,Dues and Subscriptions
Intuit QuickBooks,-349.61,Debit,Dues and Subscriptions
Spotify Subscription #4077,-494.07,Debit,Dues and Subscriptions
YouTube Premium #2228,-99.98,Debit,Dues and Subscriptions
Amazon Prime #7917,-45.8,Debit,Dues and Subscriptions
Google Workspace,-79.73,Debit,Dues and Subscriptions
Intuit QuickBooks Online,-336.68,Debit,Dues and Subscriptions
YouTube Premium (9/23/2025),-178.91,Debit,Dues and Subscriptions
YouTube Premium - CA,-251.93,Debit,Dues and Subscriptions
Google Workspace,-47.18,Debit,Dues and Subscriptions
Spotify Subscription In-store,-202.65,Debit,Dues and Subscriptions
Netflix Monthly Fee,-23.81,Debit,Dues and Subscriptions
Spotify Subscription - NY,-95.27,Debit,Dues and Subscriptions
Intuit QuickBooks (4/18/2025),-221.91,Debit,Dues and Subscriptions
Amazon Prime - TX,-436.23,Debit,Dues and Subscriptions
YouTube Premium (9/24/2025),-449.32,Debit,Dues and Subscriptions
Intuit QuickBooks (9/4/2025),-328.0,Debit,Dues and Subscriptions
Spotify Subscription (6/14/2025),-283.5,Debit,Dues and Subscriptions
Amazon Prime #7765,-349.44,Debit,Dues and Subscriptions
Spotify Subscription Online,-456.48,Debit,Dues and Subscriptions
Dropbox Plan (9/5/2025),-227.59,Debit,Dues and Subscriptions
YouTube Premium (11/7/2025),-258.55,Debit,Dues and Subscriptions
Adobe Creative Cloud,-340.75,Debit,Dues and Subscriptions
Amazon Prime - NY,-77.32,Debit,Dues and Subscriptions
Google Workspace,-412.58,Debit,Dues and Subscriptions
Intuit QuickBooks,-397.72,Debit,Dues and Subscriptions
Adobe Creative Cloud In-store,-163.47,Debit,Dues and Subscriptions
Dropbox Plan #1100,-232.66,Debit,Dues and Subscriptions
YouTube Premium In-store,-314.0,Debit,Dues and Subscriptions
Google Workspace,-492.74,Debit,Dues and Subscriptions
Netflix Monthly Fee Online,-385.33,Debit,Dues and Subscriptions
YouTube Premium Online,-403.21,Debit,Dues and Subscriptions
Adobe Creative Cloud,-11.84,Debit,Dues and Subscriptions
Google Workspace Online,-308.41,Debit,Dues and Subscriptions
Netflix Monthly Fee,-76.12,Debit,Dues and Subscriptions
Amazon Prime - CA,-413.56,Debit,Dues and Subscriptions
Spotify Subscription (6/25/2025),-48.52,Debit,Dues and Subscriptions
Intuit QuickBooks #9436,-472.62,Debit,Dues and Subscriptions
Spotify Subscription - TX,-356.98,Debit,Dues and Subscriptions
Adobe Creative Cloud Online,-102.69,Debit,Dues and Subscriptions
Amazon Prime - TX,-133.54,Debit,Dues and Subscriptions
Amazon Prime #8843,-167.88,Debit,Dues and Subscriptions
Amazon Prime,-104.25,Debit,Dues and Subscriptions
Dropbox Plan (4/5/2025),-358.68,Debit,Dues and Subscriptions
Intuit QuickBooks #8633,-81.67,Debit,Dues and Subscriptions
Google Workspace In-store,-284.85,Debit,Dues and Subscriptions
Intuit QuickBooks (8/20/2025),-488.44,Debit,Dues and Subscriptions
Netflix Monthly Fee In-store,-211.76,Debit,Dues and Subscriptions
YouTube Premium Online,-368.62,Debit,Dues and Subscriptions
Adobe Creative Cloud,-166.67,Debit,Dues and Subscriptions
Intuit QuickBooks #9985,-385.33,Debit,Dues and Subscriptions
Google Workspace,-413.3,Debit,Dues and Subscriptions
YouTube Premium - TX,-272.08,Debit,Dues and Subscriptions
Netflix Monthly Fee,-9.78,Debit,Dues and Subscriptions
Spotify Subscription Online,-497.15,Debit,Dues and Subscriptions
Intuit QuickBooks (12/27/2025),-61.07,Debit,Dues and Subscriptions
Amazon Prime #8342,-421.6,Debit,Dues and Subscriptions
Spotify Subscription (10/28/2025),-33.87,Debit,Dues and Subscriptions
Google Workspace (4/2/2025),-480.46,Debit,Dues and Subscriptions
Dropbox Plan - NY,-10.37,Debit,Dues and Subscriptions
Amazon Prime (8/10/2025),-426.07,Debit,Dues and Subscriptions
Netflix Monthly Fee - NY,-254.71,Debit,Dues and Subscriptions
YouTube Premium - NY,-336.86,Debit,Dues and Subscriptions
Adobe Creative Cloud Online,-163.09,Debit,Dues and Subscriptions
Intuit QuickBooks - CA,-448.05,Debit,Dues and Subscriptions
Amazon Prime In-store,-349.15,Debit,Dues and Subscriptions
YouTube Premium,-86.86,Debit,Dues and Subscriptions
Adobe Creative Cloud - TX,-390.95,Debit,Dues and Subscriptions
Intuit QuickBooks Online,-288.02,Debit,Dues and Subscriptions
Adobe Creative Cloud - NY,-494.92,Debit,Dues and Subscriptions
YouTube Premium #5520,-135.06,Debit,Dues and Subscriptions
Spotify Subscription #9823,-356.31,Debit,Dues and Subscriptions
Google Workspace In-store,-343.7,Debit,Dues and Subscriptions
YouTube Premium #1198,-192.43,Debit,Dues and Subscriptions
Spotify Subscription,-68.66,Debit,Dues and Subscriptions
YouTube Premium - CA,-397.34,Debit,Dues and Subscriptions
Adobe Creative Cloud - CA,-215.97,Debit,Dues and Subscriptions
Netflix Monthly Fee (10/20/2025),-380.36,Debit,Dues and Subscriptions
Adobe Creative Cloud (3/27/2025),-486.25,Debit,Dues and Subscriptions
Netflix Monthly Fee - CA,-14.3,Debit,Dues and Subscriptions
Adobe Creative Cloud Online,-388.54,Debit,Dues and Subscriptions
Google Workspace,-418.55,Debit,Dues and Subscriptions
Dropbox Plan - CA,-97.94,Debit,Dues and Subscriptions
Spotify Subscription - TX,-452.09,Debit,Dues and Subscriptions
Dropbox Plan #5850,-175.51,Debit,Dues and Subscriptions
Dropbox Plan,-146.95,Debit,Dues and Subscriptions
Netflix Monthly Fee Online,-70.64,Debit,Dues and Subscriptions
Intuit QuickBooks,-218.68,Debit,Dues and Subscriptions
Amazon Prime - NY,-375.32,Debit,Dues and Subscriptions
YouTube Premium In-store,-464.84,Debit,Dues and Subscriptions
Adobe Creative Cloud - TX,-258.53,Debit,Dues and Subscriptions
Google Workspace - TX,-456.8,Debit,Dues and Subscriptions
Dropbox Plan In-store,-272.95,Debit,Dues and Subscriptions
Netflix Monthly Fee In-store,-470.01,Debit,Dues and Subscriptions
Intuit QuickBooks - NY,-335.58,Debit,Dues and Subscriptions
Netflix Monthly Fee Online,-412.46,Debit,Dues and Subscriptions
Dropbox Plan - TX,-300.19,Debit,Dues and Subscriptions
Google Workspace (3/23/2025),-181.78,Debit,Dues and Subscriptions
Netflix Monthly Fee (9/18/2025),-112.87,Debit,Dues and Subscriptions
Dropbox Plan,-339.64,Debit,Dues and Subscriptions
Adobe Creative Cloud - CA,-257.64,Debit,Dues and Subscriptions
Adobe Creative Cloud - CA,-160.93,Debit,Dues and Subscriptions
YouTube Premium (2/24/2025),-415.9,Debit,Dues and Subscriptions
Amazon Prime - CA,-162.5,Debit,Dues and Subscriptions
Amazon Prime - TX,-370.42,Debit,Dues and Subscriptions
Google Workspace - TX,-220.59,Debit,Dues and Subscriptions
Spotify Subscription - NY,-119.72,Debit,Dues and Subscriptions
Amazon Prime #4212,-107.64,Debit,Dues and Subscriptions
Spotify Subscription Online,-52.18,Debit,Dues and Subscriptions
Intuit QuickBooks Online,-229.13,Debit,Dues and Subscriptions
Spotify Subscription - NY,-212.67,Debit,Dues and Subscriptions
Amazon Prime #4554,-72.27,Debit,Dues and Subscriptions
Amazon Prime,-381.77,Debit,Dues and Subscriptions
Intuit QuickBooks #1771,-8.59,Debit,Dues and Subscriptions
Amazon Prime,-443.02,Debit,Dues and Subscriptions
Intuit QuickBooks,-127.05,Debit,Dues and Subscriptions
YouTube Premium,-62.94,Debit,Dues and Subscriptions
Dropbox Plan (5/23/2025),-91.5,Debit,Dues and Subscriptions
Spotify Subscription,-156.84,Debit,Dues and Subscriptions
Amazon Prime #7675,-397.38,Debit,Dues and Subscriptions
YouTube Premium (6/3/2025),-493.81,Debit,Dues and Subscriptions
Dropbox Plan Online,-243.12,Debit,Dues and Subscriptions
Adobe Creative Cloud - NY,-155.09,Debit,Dues and Subscriptions
Adobe Creative Cloud In-store,-78.32,Debit,Dues and Subscriptions
Netflix Monthly Fee (3/16/2025),-372.28,Debit,Dues and Subscriptions
Netflix Monthly Fee,-153.86,Debit,Dues and Subscriptions
Dropbox Plan #3368,-33.11,Debit,Dues and Subscriptions
Spotify Subscription,-299.59,Debit,Dues and Subscriptions
YouTube Premium #2080,-260.4,Debit,Dues and Subscriptions
Adobe Creative Cloud - NY,-356.66,Debit,Dues and Subscriptions
Google Workspace #7256,-335.64,Debit,Dues and Subscriptions
YouTube Premium (11/7/2025),-448.7,Debit,Dues and Subscriptions
Amazon Prime,-201.84,Debit,Dues and Subscriptions
YouTube Premium - NY,-280.89,Debit,Dues and Subscriptions
Netflix Monthly Fee,-223.12,Debit,Dues and Subscriptions
Intuit QuickBooks (5/27/2025),-246.52,Debit,Dues and Subscriptions
Dropbox Plan #9922,-455.79,Debit,Dues and Subscriptions
Intuit QuickBooks #7895,-57.38,Debit,Dues and Subscriptions
Google Workspace (4/4/2025),-267.87,Debit,Dues and Subscriptions
Intuit QuickBooks - CA,-223.91,Debit,Dues and Subscriptions
Intuit QuickBooks (12/15/2025),-348.48,Debit,Dues and Subscriptions
YouTube Premium,-396.26,Debit,Dues and Subscriptions
Dropbox Plan,-54.01,Debit,Dues and Subscriptions
Dropbox Plan #9514,-121.77,Debit,Dues and Subscriptions
Intuit QuickBooks (1/20/2025),-343.52,Debit,Dues and Subscriptions
YouTube Premium - NY,-145.97,Debit,Dues and Subscriptions
Spotify Subscription #3047,-94.08,Debit,Dues and Subscriptions
Adobe Creative Cloud #1671,-87.16,Debit,Dues and Subscriptions
Netflix Monthly Fee Online,-253.58,Debit,Dues and Subscriptions
Google Workspace - NY,-21.43,Debit,Dues and Subscriptions
Dropbox Plan - TX,-134.69,Debit,Dues and Subscriptions
Adobe Creative Cloud Online,-12.12,Debit,Dues and Subscriptions
Dropbox Plan,-70.88,Debit,Dues and Subscriptions
Intuit QuickBooks (2/22/2025),-425.46,Debit,Dues and Subscriptions
YouTube Premium In-store,-212.48,Debit,Dues and Subscriptions
YouTube Premium Online,-131.67,Debit,Dues and Subscriptions
Google Workspace,-17.0,Debit,Dues and Subscriptions
Amazon Prime In-store,-332.83,Debit,Dues and Subscriptions
Adobe Creative Cloud Online,-356.94,Debit,Dues and Subscriptions
Amazon Prime (5/21/2025),-179.71,Debit,Dues and Subscriptions
Netflix Monthly Fee (1/13/2025),-166.81,Debit,Dues and Subscriptions
Amazon Prime #4192,-53.68,Debit,Dues and Subscriptions
